#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 600  14
# Band-Index    1
   5.03813     -8.086684  0.392  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   5.04224     -8.085120  0.392  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   5.04634     -8.083625  0.392  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   5.05045     -8.082197  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   5.05455     -8.080834  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   5.05865     -8.079535  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.06276     -8.078299  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.06686     -8.077124  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07097     -8.076010  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07507     -8.074955  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07918     -8.073958  0.390  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.08328     -8.073018  0.388  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.08738     -8.072135  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09149     -8.071307  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09559     -8.070533  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09970     -8.069814  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.10380     -8.069147  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.10791     -8.068532  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.11201     -8.067969  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.11611     -8.067457  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12022     -8.066995  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12432     -8.066584  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12843     -8.066222  0.388  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.13253     -8.065909  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.13664     -8.065645  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14074     -8.065429  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14484     -8.065261  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14895     -8.065142  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.15305     -8.065070  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.15716     -8.065046  0.387  0.000  0.089  0.000  0.000  0.000  0.000  0.000  0.000  0.476
 
# Band-Index    2
   5.15716     -8.065046  0.387  0.000  0.089  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.15305     -8.064986  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14895     -8.064807  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14484     -8.064509  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.14074     -8.064092  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.13664     -8.063555  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.13253     -8.062899  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12843     -8.062123  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12432     -8.061228  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.12022     -8.060214  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.11611     -8.059081  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.11201     -8.057828  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.10791     -8.056457  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.10380     -8.054965  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09970     -8.053355  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09559     -8.051625  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.09149     -8.049776  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.08738     -8.047808  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.08328     -8.045721  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07918     -8.043514  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07507     -8.041188  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.07097     -8.038743  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.06686     -8.036179  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.06276     -8.033495  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.05865     -8.030692  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.05455     -8.027771  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.05045     -8.024730  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.04634     -8.021569  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.04224     -8.018290  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.03813     -8.014891  0.386  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   5.03403     -8.011374  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.02992     -8.007724  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.02582     -8.003968  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.02172     -8.000094  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.01761     -7.996100  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.01351     -7.991987  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.00940     -7.987755  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.00530     -7.983404  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   5.00119     -7.978934  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.99709     -7.974345  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.99299     -7.969637  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.98888     -7.964810  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.98478     -7.959864  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.98067     -7.954799  0.384  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.97657     -7.949615  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.97246     -7.944312  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.96836     -7.938891  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.96425     -7.933350  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.96015     -7.927691  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.95605     -7.921914  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.95194     -7.916017  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.94784     -7.909989  0.382  0.002  0.088  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   4.94373     -7.903854  0.382  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.93963     -7.897601  0.382  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.93552     -7.891230  0.382  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.93142     -7.884739  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.92732     -7.878130  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.92321     -7.871402  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.91911     -7.864556  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.91500     -7.857591  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.91090     -7.850507  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.90679     -7.843305  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.90269     -7.835985  0.380  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.89859     -7.828546  0.378  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.89448     -7.820988  0.378  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.89038     -7.813312  0.378  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.88627     -7.805518  0.378  0.004  0.088  0.004  0.000  0.000  0.000  0.000  0.000  0.476
   4.88217     -7.797605  0.378  0.006  0.088  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.87806     -7.789574  0.378  0.006  0.088  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.87396     -7.781425  0.378  0.006  0.088  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.86986     -7.773157  0.378  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.86575     -7.764771  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.86165     -7.756267  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.85754     -7.747645  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.85344     -7.738864  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.84933     -7.730025  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.84523     -7.721048  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.84113     -7.711953  0.376  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.83702     -7.702741  0.374  0.006  0.086  0.006  0.000  0.000  0.000  0.000  0.000  0.476
   4.83292     -7.693410  0.374  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.82881     -7.683962  0.374  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.82471     -7.674395  0.374  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.82060     -7.664710  0.374  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.81650     -7.654908  0.374  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.81240     -7.644988  0.372  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.80829     -7.634950  0.372  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.80419     -7.624794  0.372  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.80008     -7.614521  0.372  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.79598     -7.604130  0.372  0.008  0.086  0.008  0.000  0.000  0.000  0.000  0.000  0.476
   4.79187     -7.593622  0.372  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.78777     -7.582996  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.78367     -7.572252  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.77956     -7.561391  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.77546     -7.550412  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.77135     -7.539316  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.76725     -7.528103  0.370  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.76314     -7.516772  0.368  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.75904     -7.505324  0.368  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.75493     -7.493759  0.368  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.75083     -7.482076  0.368  0.012  0.086  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.75083     -7.482076  0.368  0.012  0.086  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.73852     -7.490648  0.368  0.010  0.086  0.010  0.000  0.000  0.000  0.000  0.000  0.476
   4.72620     -7.492420  0.368  0.012  0.086  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.71389     -7.486945  0.368  0.012  0.084  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.70158     -7.474149  0.368  0.012  0.084  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.68927     -7.454264  0.368  0.012  0.084  0.012  0.000  0.000  0.000  0.000  0.000  0.476
   4.67695     -7.427823  0.368  0.012  0.084  0.012  0.000  0.000  0.000  0.000  0.000  0.478
   4.66464     -7.395497  0.368  0.012  0.082  0.012  0.000  0.000  0.000  0.000  0.000  0.478
   4.65233     -7.358001  0.368  0.014  0.082  0.014  0.000  0.000  0.000  0.000  0.000  0.478
   4.64001     -7.316025  0.368  0.014  0.082  0.014  0.000  0.000  0.000  0.000  0.000  0.478
   4.62770     -7.270197  0.368  0.014  0.082  0.014  0.000  0.000  0.000  0.000  0.000  0.480
   4.61539     -7.221034  0.368  0.016  0.082  0.016  0.000  0.000  0.000  0.000  0.000  0.480
   4.60308     -7.168990  0.366  0.016  0.082  0.016  0.000  0.000  0.000  0.000  0.000  0.480
   4.59076     -7.114440  0.366  0.016  0.082  0.016  0.000  0.000  0.000  0.000  0.000  0.480
   4.57845     -7.057689  0.364  0.018  0.084  0.018  0.000  0.000  0.000  0.000  0.000  0.482
   4.56614     -6.998985  0.362  0.018  0.084  0.018  0.000  0.000  0.000  0.000  0.000  0.482
   4.55382     -6.938535  0.362  0.018  0.084  0.018  0.000  0.000  0.000  0.000  0.000  0.482
   4.54151     -6.876504  0.360  0.018  0.084  0.018  0.000  0.000  0.000  0.000  0.000  0.482
   4.52920     -6.813031  0.358  0.020  0.086  0.020  0.000  0.000  0.000  0.000  0.000  0.482
   4.51688     -6.748215  0.356  0.020  0.086  0.020  0.000  0.000  0.000  0.000  0.000  0.482
   4.50457     -6.682183  0.354  0.020  0.086  0.020  0.000  0.000  0.000  0.000  0.000  0.482
   4.49226     -6.614999  0.352  0.022  0.088  0.022  0.000  0.000  0.000  0.000  0.000  0.482
   4.47995     -6.546726  0.350  0.022  0.088  0.022  0.000  0.000  0.000  0.000  0.000  0.482
   4.46763     -6.477427  0.348  0.022  0.090  0.022  0.000  0.000  0.000  0.000  0.000  0.484
   4.45532     -6.407165  0.346  0.024  0.090  0.024  0.000  0.000  0.000  0.000  0.000  0.484
   4.44301     -6.335933  0.344  0.024  0.092  0.024  0.000  0.000  0.000  0.000  0.000  0.484
   4.43069     -6.263806  0.342  0.024  0.092  0.024  0.000  0.000  0.000  0.000  0.000  0.484
   4.41838     -6.190805  0.340  0.026  0.094  0.026  0.000  0.000  0.000  0.000  0.000  0.484
   4.40607     -6.116958  0.338  0.026  0.094  0.026  0.000  0.000  0.000  0.000  0.000  0.484
   4.39376     -6.042284  0.336  0.026  0.096  0.026  0.000  0.000  0.000  0.000  0.000  0.484
   4.38144     -5.966821  0.332  0.026  0.096  0.026  0.000  0.000  0.000  0.000  0.000  0.482
   4.36913     -5.890570  0.330  0.028  0.098  0.028  0.000  0.000  0.000  0.000  0.000  0.482
   4.35682     -5.813555  0.328  0.028  0.098  0.028  0.000  0.000  0.000  0.000  0.000  0.482
   4.34450     -5.735817  0.324  0.028  0.100  0.028  0.000  0.000  0.000  0.000  0.000  0.482
   4.33219     -5.657315  0.322  0.030  0.100  0.030  0.000  0.000  0.000  0.000  0.000  0.482
   4.31988     -5.578090  0.320  0.030  0.102  0.030  0.000  0.000  0.000  0.000  0.000  0.482
   4.30756     -5.498165  0.316  0.032  0.104  0.032  0.000  0.000  0.000  0.000  0.000  0.482
   4.29525     -5.417531  0.314  0.032  0.104  0.032  0.000  0.000  0.000  0.000  0.000  0.482
   4.28294     -5.336209  0.312  0.032  0.106  0.032  0.000  0.000  0.000  0.000  0.000  0.482
   4.27063     -5.254188  0.308  0.034  0.106  0.034  0.000  0.000  0.000  0.000  0.000  0.482
   4.25831     -5.171533  0.306  0.034  0.108  0.034  0.000  0.000  0.000  0.000  0.000  0.482
   4.24600     -5.088209  0.302  0.034  0.110  0.034  0.000  0.000  0.000  0.000  0.000  0.480
   4.23369     -5.004228  0.300  0.036  0.110  0.036  0.000  0.000  0.000  0.000  0.000  0.480
   4.22137     -4.919606  0.296  0.036  0.112  0.036  0.000  0.000  0.000  0.000  0.000  0.480
   4.20906     -4.834350  0.294  0.036  0.114  0.036  0.000  0.000  0.000  0.000  0.000  0.480
   4.19675     -4.748474  0.290  0.038  0.116  0.038  0.000  0.000  0.000  0.000  0.000  0.480
   4.18444     -4.661981  0.286  0.038  0.116  0.038  0.000  0.000  0.000  0.000  0.000  0.480
   4.17212     -4.574881  0.284  0.038  0.118  0.038  0.000  0.000  0.000  0.000  0.000  0.478
   4.15981     -4.487190  0.280  0.040  0.120  0.040  0.000  0.000  0.000  0.000  0.000  0.478
   4.14750     -4.398915  0.276  0.040  0.122  0.040  0.000  0.000  0.000  0.000  0.000  0.478
   4.13518     -4.310067  0.274  0.040  0.122  0.040  0.000  0.000  0.000  0.000  0.000  0.478
   4.12287     -4.220675  0.270  0.042  0.124  0.042  0.000  0.000  0.000  0.000  0.000  0.478
   4.11056     -4.130722  0.266  0.042  0.126  0.042  0.000  0.000  0.000  0.000  0.000  0.476
   4.09824     -4.040226  0.264  0.042  0.128  0.042  0.000  0.000  0.000  0.000  0.000  0.476
   4.08593     -3.949204  0.260  0.044  0.130  0.044  0.000  0.000  0.000  0.000  0.000  0.476
   4.07362     -3.857678  0.256  0.044  0.130  0.044  0.000  0.000  0.000  0.000  0.000  0.476
   4.06131     -3.765668  0.252  0.046  0.132  0.046  0.000  0.000  0.000  0.000  0.000  0.474
   4.04899     -3.673172  0.248  0.046  0.134  0.046  0.000  0.000  0.000  0.000  0.000  0.474
   4.03668     -3.580214  0.244  0.046  0.136  0.046  0.000  0.000  0.000  0.000  0.000  0.474
   4.02437     -3.486814  0.240  0.048  0.138  0.048  0.000  0.000  0.000  0.000  0.000  0.474
   4.01205     -3.393015  0.236  0.048  0.140  0.048  0.000  0.000  0.000  0.000  0.000  0.472
   3.99974     -3.298794  0.232  0.048  0.142  0.048  0.000  0.000  0.000  0.000  0.000  0.472
   3.98743     -3.204178  0.228  0.050  0.144  0.050  0.000  0.000  0.000  0.000  0.000  0.472
   3.97511     -3.109230  0.224  0.050  0.146  0.050  0.000  0.000  0.000  0.000  0.000  0.472
   3.96280     -3.013959  0.220  0.050  0.148  0.050  0.000  0.000  0.000  0.000  0.000  0.470
   3.95049     -2.918342  0.216  0.052  0.150  0.052  0.000  0.000  0.000  0.000  0.000  0.470
   3.93818     -2.822530  0.212  0.052  0.152  0.052  0.000  0.000  0.000  0.000  0.000  0.470
   3.92586     -2.726484  0.206  0.054  0.156  0.054  0.000  0.000  0.000  0.000  0.000  0.468
   3.91355     -2.630249  0.202  0.054  0.158  0.054  0.000  0.000  0.000  0.000  0.000  0.468
   3.90124     -2.533884  0.198  0.054  0.160  0.054  0.000  0.000  0.000  0.000  0.000  0.466
   3.88892     -2.437368  0.192  0.056  0.162  0.056  0.000  0.000  0.000  0.000  0.000  0.466
   3.87661     -2.340840  0.188  0.056  0.166  0.056  0.000  0.000  0.000  0.000  0.000  0.466
   3.86430     -2.244395  0.182  0.058  0.168  0.058  0.000  0.000  0.000  0.000  0.000  0.464
   3.85199     -2.147946  0.176  0.058  0.172  0.058  0.000  0.000  0.000  0.000  0.000  0.464
   3.83967     -2.051748  0.170  0.058  0.174  0.058  0.000  0.000  0.000  0.000  0.000  0.462
   3.82736     -1.955794  0.166  0.060  0.178  0.060  0.000  0.000  0.000  0.000  0.000  0.462
   3.81505     -1.860189  0.160  0.060  0.180  0.060  0.000  0.000  0.000  0.000  0.000  0.460
   3.80273     -1.765031  0.154  0.062  0.184  0.062  0.000  0.000  0.000  0.000  0.000  0.460
   3.79042     -1.670440  0.146  0.062  0.188  0.062  0.000  0.000  0.000  0.000  0.000  0.458
   3.77811     -1.576550  0.140  0.064  0.192  0.064  0.000  0.000  0.000  0.000  0.000  0.458
   3.76579     -1.483512  0.134  0.064  0.194  0.064  0.000  0.000  0.000  0.000  0.000  0.456
   3.75348     -1.391496  0.126  0.064  0.198  0.064  0.000  0.000  0.000  0.000  0.000  0.454
   3.74117     -1.300697  0.118  0.066  0.202  0.066  0.000  0.000  0.000  0.000  0.000  0.454
   3.72886     -1.211337  0.112  0.066  0.208  0.066  0.000  0.000  0.000  0.000  0.000  0.452
   3.71654     -1.123669  0.104  0.068  0.212  0.068  0.000  0.000  0.000  0.000  0.000  0.450
   3.70423     -1.037981  0.096  0.068  0.216  0.068  0.000  0.000  0.000  0.000  0.000  0.448
   3.69192     -0.954601  0.088  0.070  0.220  0.070  0.000  0.000  0.000  0.000  0.000  0.446
   3.67960     -0.873902  0.078  0.070  0.226  0.070  0.000  0.000  0.000  0.000  0.000  0.446
   3.66729     -0.796306  0.070  0.072  0.230  0.072  0.000  0.000  0.000  0.000  0.000  0.444
   3.65498     -0.722288  0.060  0.072  0.236  0.072  0.000  0.000  0.000  0.000  0.000  0.442
   3.64267     -0.652380  0.052  0.074  0.240  0.074  0.000  0.000  0.000  0.000  0.000  0.440
   3.63035     -0.587165  0.044  0.074  0.246  0.074  0.000  0.000  0.000  0.000  0.000  0.438
   3.61804     -0.527278  0.034  0.076  0.252  0.076  0.000  0.000  0.000  0.000  0.000  0.436
   3.60573     -0.473394  0.026  0.076  0.256  0.076  0.000  0.000  0.000  0.000  0.000  0.434
   3.59341     -0.426209  0.020  0.076  0.260  0.076  0.000  0.000  0.000  0.000  0.000  0.432
   3.58110     -0.386413  0.012  0.078  0.264  0.078  0.000  0.000  0.000  0.000  0.000  0.432
   3.56879     -0.354660  0.008  0.078  0.268  0.078  0.000  0.000  0.000  0.000  0.000  0.430
   3.55647     -0.331521  0.004  0.078  0.270  0.078  0.000  0.000  0.000  0.000  0.000  0.430
   3.54416     -0.317445  0.000  0.078  0.272  0.078  0.000  0.000  0.000  0.000  0.000  0.430
   3.53185     -0.312721  0.000  0.142  0.144  0.144  0.000  0.000  0.000  0.000  0.000  0.428
   3.53185     -0.312721  0.000  0.142  0.144  0.144  0.000  0.000  0.000  0.000  0.000  0.428
   3.52024     -0.315936  0.000  0.000  0.428  0.000  0.000  0.000  0.000  0.000  0.000  0.430
   3.50863     -0.325550  0.004  0.000  0.426  0.000  0.000  0.000  0.000  0.000  0.000  0.430
   3.49702     -0.341438  0.008  0.000  0.424  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.48541     -0.363408  0.012  0.000  0.420  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.47381     -0.391204  0.020  0.000  0.416  0.000  0.000  0.000  0.000  0.000  0.000  0.436
   3.46220     -0.424526  0.028  0.000  0.410  0.000  0.000  0.000  0.000  0.000  0.000  0.438
   3.45059     -0.463034  0.036  0.000  0.404  0.000  0.000  0.000  0.000  0.000  0.000  0.440
   3.43898     -0.506374  0.046  0.000  0.398  0.000  0.000  0.000  0.000  0.000  0.000  0.444
   3.42737     -0.554179  0.056  0.000  0.390  0.000  0.000  0.000  0.000  0.000  0.000  0.446
   3.41576     -0.606083  0.066  0.000  0.384  0.000  0.000  0.000  0.000  0.000  0.000  0.450
   3.40415     -0.661737  0.076  0.000  0.376  0.000  0.000  0.000  0.000  0.000  0.000  0.452
   3.39254     -0.720800  0.086  0.000  0.370  0.000  0.000  0.000  0.000  0.000  0.000  0.456
   3.38094     -0.782953  0.096  0.000  0.362  0.000  0.000  0.000  0.000  0.000  0.000  0.458
   3.36933     -0.847903  0.106  0.000  0.354  0.000  0.000  0.000  0.000  0.000  0.000  0.462
   3.35772     -0.915375  0.116  0.000  0.348  0.000  0.000  0.000  0.000  0.000  0.000  0.464
   3.34611     -0.985123  0.126  0.000  0.340  0.000  0.000  0.000  0.000  0.000  0.000  0.468
   3.33450     -1.056919  0.136  0.000  0.334  0.000  0.000  0.000  0.000  0.000  0.000  0.470
   3.32289     -1.130558  0.146  0.000  0.328  0.000  0.000  0.000  0.000  0.000  0.000  0.474
   3.31128     -1.205855  0.154  0.000  0.322  0.000  0.000  0.000  0.000  0.000  0.000  0.476
   3.29967     -1.282645  0.162  0.000  0.316  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   3.28807     -1.360779  0.172  0.000  0.310  0.000  0.000  0.000  0.000  0.000  0.000  0.480
   3.27646     -1.440121  0.180  0.000  0.304  0.000  0.000  0.000  0.000  0.000  0.000  0.482
   3.26485     -1.520552  0.186  0.000  0.298  0.000  0.000  0.000  0.000  0.000  0.000  0.484
   3.25324     -1.601964  0.194  0.000  0.292  0.000  0.000  0.000  0.000  0.000  0.000  0.486
   3.24163     -1.684283  0.202  0.000  0.286  0.000  0.000  0.000  0.000  0.000  0.000  0.488
   3.23002     -1.767380  0.208  0.000  0.282  0.000  0.000  0.000  0.000  0.000  0.000  0.490
   3.21841     -1.851197  0.214  0.000  0.276  0.000  0.000  0.000  0.000  0.000  0.000  0.492
   3.20680     -1.935937  0.222  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.000  0.492
   3.19520     -2.021003  0.228  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.494
   3.18359     -2.106600  0.234  0.000  0.262  0.000  0.000  0.000  0.000  0.000  0.000  0.496
   3.17198     -2.192676  0.238  0.000  0.258  0.000  0.000  0.000  0.000  0.000  0.000  0.496
   3.16037     -2.279173  0.244  0.000  0.254  0.000  0.000  0.000  0.000  0.000  0.000  0.498
   3.14876     -2.366076  0.250  0.000  0.250  0.000  0.000  0.000  0.000  0.000  0.000  0.500
   3.13715     -2.453332  0.254  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.000  0.500
   3.12554     -2.540908  0.260  0.000  0.242  0.000  0.000  0.000  0.000  0.000  0.000  0.502
   3.11393     -2.628773  0.264  0.000  0.238  0.000  0.000  0.000  0.000  0.000  0.000  0.502
